Sensor Timestamp (ns), time.time(), time.perf_counter_ns()
124620183000.000000,1752159951.810437,124653325617.000000
124653506000.000000,1752159951.843664,124686552765.000000
124686827000.000000,1752159951.877048,124719937039.000000
124720147000.000000,1752159951.910511,124753399646.000000
124753468000.000000,1752159951.943592,124786481093.000000
124786790000.000000,1752159951.977148,124820037865.000000
124820112000.000000,1752159952.010481,124853369973.000000
124853433000.000000,1752159952.060597,124903486163.000000
124886755000.000000,1752159952.255720,125098607136.000000
124920076000.000000,1752159952.272299,125115185831.000000
124953395000.000000,1752159952.288465,125131351625.000000
124986716000.000000,1752159952.305276,125148161797.000000
125053357000.000000,1752159952.488581,125331468388.000000
125219965000.000000,1752159952.505374,125348260635.000000
125253286000.000000,1752159952.526912,125369798342.000000
125286608000.000000,1752159952.667002,125509889520.000000
125319929000.000000,1752159952.688850,125531737074.000000
125453213000.000000,1752159952.705508,125548395175.000000
125486535000.000000,1752159952.895458,125738345436.000000
125519857000.000000,1752159952.922134,125765021134.000000
125619820000.000000,1752159952.943566,125786452695.000000
125653141000.000000,1752159952.960370,125803256367.000000
125686463000.000000,1752159952.977044,125819930135.000000
125953032000.000000,1752159953.169107,126011994361.000000
125986354000.000000,1752159953.286267,126129154299.000000
126019676000.000000,1752159953.303163,126146050359.000000
126052996000.000000,1752159953.330034,126172921128.000000
126086318000.000000,1752159953.513289,126356176997.000000
126119639000.000000,1752159953.535061,126377947571.000000
126252923000.000000,1752159953.551503,126394389953.000000
126286245000.000000,1752159953.709201,126552088643.000000
126319567000.000000,1752159953.731049,126573935993.000000
126452851000.000000,1752159953.747444,126590331376.000000
126486173000.000000,1752159953.763676,126606562188.000000
126519495000.000000,1752159953.970710,126813597672.000000
126686101000.000000,1752159953.992485,126835371320.000000
126719423000.000000,1752159954.009281,126852167344.000000
126752744000.000000,1752159954.025597,126868483636.000000
126786065000.000000,1752159954.225896,127068783266.000000
126952671000.000000,1752159954.243212,127086099042.000000
126985993000.000000,1752159954.259968,127102854771.000000
127019314000.000000,1752159954.409898,127252785253.000000
127052636000.000000,1752159954.432517,127275404554.000000
127185920000.000000,1752159954.454417,127297304033.000000
127219242000.000000,1752159954.636483,127479370532.000000
127252563000.000000,1752159954.657988,127500874499.000000
127385846000.000000,1752159954.679410,127522296282.000000
127419169000.000000,1752159954.812689,127655576034.000000
127452490000.000000,1752159954.829423,127672310467.000000
127619096000.000000,1752159954.932686,127775574278.000000
127652418000.000000,1752159954.949648,127792535059.000000
127685740000.000000,1752159954.977223,127820109631.000000
127752380000.000000,1752159955.115670,127958557169.000000
127785703000.000000,1752159955.138783,127981669647.000000
127885666000.000000,1752159955.145105,127987992471.000000
127918989000.000000,1752159955.244256,128087143071.000000
127952309000.000000,1752159955.255936,128098823382.000000
128052272000.000000,1752159955.393364,128236252252.000000
128085595000.000000,1752159955.411047,128253934669.000000
128118915000.000000,1752159955.417339,128260225549.000000
128218879000.000000,1752159955.550105,128392991864.000000
128252201000.000000,1752159955.566916,128409804407.000000
128352165000.000000,1752159955.583882,128426768836.000000
128385487000.000000,1752159955.685480,128528367545.000000
128418807000.000000,1752159955.696975,128539861729.000000
128518770000.000000,1752159955.839208,128682096391.000000
128552092000.000000,1752159955.856169,128699056006.000000
128585413000.000000,1752159955.878317,128721203759.000000
128652054000.000000,1752159956.006062,128848949526.000000
128685377000.000000,1752159956.023027,128865913362.000000
128785340000.000000,1752159956.039980,128882866366.000000
128818664000.000000,1752159956.168964,129011851761.000000
128851983000.000000,1752159956.190714,129033600576.000000
128951946000.000000,1752159956.207559,129050445951.000000
128985268000.000000,1752159956.313012,129155899116.000000
129018590000.000000,1752159956.334587,129177474489.000000
129151875000.000000,1752159956.473682,129316569554.000000
129185197000.000000,1752159956.490556,129333443133.000000
129218518000.000000,1752159956.507364,129350251379.000000
129285160000.000000,1752159956.663912,129506799699.000000
129318481000.000000,1752159956.675421,129518308050.000000
129418444000.000000,1752159956.697751,129540637466.000000
129451767000.000000,1752159956.826988,129669875228.000000
129485088000.000000,1752159956.843723,129686610050.000000
129618372000.000000,1752159956.860916,129703803049.000000
129651695000.000000,1752159956.984346,129827233516.000000
129685015000.000000,1752159957.000806,129843693397.000000
129784979000.000000,1752159957.012385,129855272136.000000
129818300000.000000,1752159957.132634,129975522061.000000
129851622000.000000,1752159957.149228,129992114441.000000
129951586000.000000,1752159957.279473,130122360723.000000
129984908000.000000,1752159957.296303,130139189803.000000
130018229000.000000,1752159957.313052,130155938976.000000
130118192000.000000,1752159957.460411,130303298778.000000
130151513000.000000,1752159957.487534,130330420857.000000
130251477000.000000,1752159957.509620,130352507352.000000
130284797000.000000,1752159957.686830,130529716837.000000
130318121000.000000,1752159957.703766,130546652637.000000
130418082000.000000,1752159957.715240,130558126600.000000
130451405000.000000,1752159957.731582,130574467928.000000
130484726000.000000,1752159957.903371,130746258760.000000
130651332000.000000,1752159957.914989,130757876258.000000
130684652000.000000,1752159957.937181,130780068658.000000
130717974000.000000,1752159958.030122,130873010266.000000
130751297000.000000,1752159958.051924,130894811783.000000
130851259000.000000,1752159958.201303,131044189423.000000
130884584000.000000,1752159958.223367,131066254066.000000
130917902000.000000,1752159958.239605,131082491618.000000
130984545000.000000,1752159958.255909,131098795187.000000
131017866000.000000,1752159958.424546,131267433126.000000
131184472000.000000,1752159958.441766,131284653385.000000
131217793000.000000,1752159958.468441,131311329175.000000
131251116000.000000,1752159958.604367,131447254106.000000
131284436000.000000,1752159958.631254,131474140838.000000
131384399000.000000,1752159958.653613,131496499587.000000
131417722000.000000,1752159958.786823,131629710729.000000
131451043000.000000,1752159958.803639,131646526679.000000
131551007000.000000,1752159958.820173,131663060041.000000
131584329000.000000,1752159958.945358,131788244979.000000
131617649000.000000,1752159958.972195,131815081693.000000
131717613000.000000,1752159958.993613,131836500699.000000
131784256000.000000,1752159959.133359,131976245975.000000
131817577000.000000,1752159959.150271,131993158479.000000
131917539000.000000,1752159959.172109,132014995793.000000
131950863000.000000,1752159959.301887,132144774267.000000
131984183000.000000,1752159959.323677,132166563415.000000
132084146000.000000,1752159959.340252,132183138999.000000
132117468000.000000,1752159959.452180,132295068336.000000
132150791000.000000,1752159959.468670,132311557495.000000
132284074000.000000,1752159959.590048,132432934902.000000
132317396000.000000,1752159959.606535,132449422025.000000
132350717000.000000,1752159959.628105,132470992139.000000
132384039000.000000,1752159959.768891,132611778343.000000
132450681000.000000,1752159959.796854,132639741187.000000
132550644000.000000,1752159959.813362,132656248735.000000
132583966000.000000,1752159959.947247,132790133884.000000
132617287000.000000,1752159959.963941,132806828391.000000
132717249000.000000,1752159959.991754,132834640627.000000
132750573000.000000,1752159960.146879,132989766080.000000
132783893000.000000,1752159960.158713,133001600370.000000
132917177000.000000,1752159960.171012,133013899505.000000
132950500000.000000,1752159960.177789,133020675654.000000
132983821000.000000,1752159960.337327,133180214203.000000
133083785000.000000,1752159960.364647,133207533539.000000
133117106000.000000,1752159960.469835,133312722726.000000
133150428000.000000,1752159960.486504,133329390698.000000
133183750000.000000,1752159960.514263,133357150230.000000
133283712000.000000,1752159960.693181,133536068243.000000
133317035000.000000,1752159960.709489,133552376165.000000
133416997000.000000,1752159960.725829,133568716215.000000
133450319000.000000,1752159960.742245,133585132524.000000
133550282000.000000,1752159960.957969,133800856201.000000
133650245000.000000,1752159960.974657,133817543079.000000
133683568000.000000,1752159960.991363,133834249198.000000
133716889000.000000,1752159961.012917,133855803682.000000
133750211000.000000,1752159961.029500,133872386692.000000
133950138000.000000,1752159961.186510,134029397504.000000
133983459000.000000,1752159961.214511,134057398347.000000
134016780000.000000,1752159961.324587,134167474455.000000
134050102000.000000,1752159961.341458,134184345571.000000
134083423000.000000,1752159961.358249,134201136244.000000
134150066000.000000,1752159961.522888,134365774785.000000
134183387000.000000,1752159961.539983,134382870304.000000
134283350000.000000,1752159961.561739,134404626008.000000
134316671000.000000,1752159961.699672,134542559407.000000
134349993000.000000,1752159961.716324,134559211211.000000
134483277000.000000,1752159961.831219,134674105667.000000
134516599000.000000,1752159961.847520,134690407015.000000
134549921000.000000,1752159961.869295,134712181977.000000
134683206000.000000,1752159961.998903,134841790955.000000
134716528000.000000,1752159962.015821,134858707848.000000
134816489000.000000,1752159962.143742,134986630408.000000
134849813000.000000,1752159962.160704,135003592078.000000
134883134000.000000,1752159962.178256,135021144313.000000
134983097000.000000,1752159962.288532,135131418974.000000
135016421000.000000,1752159962.316152,135159039527.000000
135116382000.000000,1752159962.463840,135306727638.000000
135149704000.000000,1752159962.480690,135323576902.000000
135183023000.000000,1752159962.502509,135345395697.000000
135249666000.000000,1752159962.518739,135361625509.000000
135282986000.000000,1752159962.633899,135476786979.000000
135449593000.000000,1752159962.732777,135575664639.000000
135482915000.000000,1752159962.749530,135592417035.000000
135516237000.000000,1752159962.771508,135614395402.000000
135549557000.000000,1752159962.901943,135744830384.000000
135582880000.000000,1752159962.913904,135756790709.000000
135682842000.000000,1752159962.935941,135778829186.000000
135716163000.000000,1752159963.055594,135898481399.000000
135749486000.000000,1752159963.083194,135926081212.000000
135849448000.000000,1752159963.100261,135943147695.000000
135882770000.000000,1752159963.212194,136055082310.000000
135916092000.000000,1752159963.229141,136072029517.000000
136016056000.000000,1752159963.245855,136088741580.000000
136049378000.000000,1752159963.424002,136266889495.000000
136082699000.000000,1752159963.440657,136283543985.000000
136182662000.000000,1752159963.457425,136300312602.000000
136249306000.000000,1752159963.558834,136401721777.000000
136282627000.000000,1752159963.575443,136418330138.000000
136382590000.000000,1752159963.705372,136548259406.000000
136415912000.000000,1752159963.722086,136564971840.000000
136449233000.000000,1752159963.738704,136581592201.000000
136515874000.000000,1752159963.882377,136725265302.000000
136549197000.000000,1752159963.899095,136741981551.000000
136682481000.000000,1752159963.925941,136768828635.000000
136715803000.000000,1752159964.103578,136946465317.000000
136749125000.000000,1752159964.125687,136968573570.000000
136849087000.000000,1752159964.141764,136984650236.000000
136882412000.000000,1752159964.173859,137016745254.000000
136915730000.000000,1752159964.311252,137154139420.000000
137115657000.000000,1752159964.333542,137176429393.000000
137148980000.000000,1752159964.472907,137315794972.000000
137182301000.000000,1752159964.494449,137337336235.000000
137215622000.000000,1752159964.506760,137349647406.000000
137315585000.000000,1752159964.655624,137498511220.000000
137348908000.000000,1752159964.687985,137530872234.000000
137448869000.000000,1752159964.704746,137547632370.000000
137482192000.000000,1752159964.801768,137644655060.000000
137515514000.000000,1752159964.818341,137661228051.000000
137615476000.000000,1752159964.960440,137803327845.000000
137648798000.000000,1752159964.977029,137819916151.000000
137682120000.000000,1752159964.993620,137836506790.000000
137782082000.000000,1752159965.125401,137968289028.000000
137815405000.000000,1752159965.142086,137984973685.000000
137948689000.000000,1752159965.299466,138142353546.000000
137982011000.000000,1752159965.326460,138169346609.000000
138015333000.000000,1752159965.353488,138196374987.000000
138081974000.000000,1752159965.380318,138223204738.000000
138115296000.000000,1752159965.545766,138388653377.000000
138315223000.000000,1752159965.573347,138416233468.000000
138348544000.000000,1752159965.671779,138514666542.000000
138381865000.000000,1752159965.688233,138531119609.000000
138415187000.000000,1752159965.705461,138548348497.000000
138515150000.000000,1752159965.848653,138691540607.000000
138548472000.000000,1752159965.875709,138718595965.000000
138648435000.000000,1752159965.892416,138735303047.000000
138681759000.000000,1752159965.999995,138842882899.000000
138715079000.000000,1752159966.016834,138859720664.000000
138815040000.000000,1752159966.128985,138971872072.000000
138848363000.000000,1752159966.145392,138988279547.000000
138881687000.000000,1752159966.172950,139015837287.000000
138981649000.000000,1752159966.349900,139192787628.000000
139014970000.000000,1752159966.366932,139209819927.000000
139148254000.000000,1752159966.388861,139231747702.000000
139181575000.000000,1752159966.510612,139353498973.000000
139214897000.000000,1752159966.527104,139369991780.000000
139348182000.000000,1752159966.731538,139574425196.000000
139381505000.000000,1752159966.748050,139590936725.000000
139414825000.000000,1752159966.769669,139612554801.000000
139481467000.000000,1752159966.786363,139629249309.000000
139548108000.000000,1752159966.888206,139731094143.000000
139714717000.000000,1752159966.981747,139824634574.000000
139748037000.000000,1752159967.003937,139846824085.000000
139781358000.000000,1752159967.020769,139863655887.000000
139814680000.000000,1752159967.131976,139974863662.000000
139848002000.000000,1752159967.148484,139991370951.000000
139947964000.000000,1752159967.304763,140147650238.000000
139981285000.000000,1752159967.321607,140164493817.000000
140014607000.000000,1752159967.338647,140181534690.000000
140081249000.000000,1752159967.360893,140203778311.000000
140147892000.000000,1752159967.501337,140344224373.000000
140281176000.000000,1752159967.523632,140366519975.000000
140314498000.000000,1752159967.647873,140490760669.000000
140347819000.000000,1752159967.664348,140507236199.000000
140381141000.000000,1752159967.681401,140524287442.000000
140481103000.000000,1752159967.848870,140691757325.000000
140514427000.000000,1752159967.865224,140708110690.000000
140581069000.000000,1752159967.891402,140734288915.000000
140614390000.000000,1752159967.912918,140755804882.000000
140681031000.000000,1752159968.119797,140962683739.000000
140847639000.000000,1752159968.146801,140989688098.000000
140880960000.000000,1752159968.298782,141141669121.000000
140914281000.000000,1752159968.320718,141163604452.000000
140947604000.000000,1752159968.337099,141179984983.000000
141080886000.000000,1752159968.353359,141196246035.000000
141114209000.000000,1752159968.506464,141349351854.000000
141280814000.000000,1752159968.523233,141366120509.000000
141314137000.000000,1752159968.645255,141488142109.000000
141347457000.000000,1752159968.661588,141504475586.000000
141380779000.000000,1752159968.678366,141521252852.000000
141447421000.000000,1752159968.699952,141542838521.000000
141480743000.000000,1752159968.797827,141640715123.000000
141647349000.000000,1752159968.950950,141793837442.000000
141680671000.000000,1752159968.967714,141810601375.000000
141713991000.000000,1752159969.071517,141914403584.000000
141747313000.000000,1752159969.083030,141925916009.000000
141780634000.000000,1752159969.099809,141942696201.000000
141880596000.000000,1752159969.288698,142131585386.000000
141913919000.000000,1752159969.316583,142159469454.000000
142013882000.000000,1752159969.332862,142175748227.000000
142047203000.000000,1752159969.349257,142192143666.000000
142080524000.000000,1752159969.566659,142409546205.000000
142280452000.000000,1752159969.599291,142442178603.000000
142313773000.000000,1752159969.615709,142458595115.000000
142347095000.000000,1752159969.631985,142474870666.000000
142413738000.000000,1752159969.819326,142662212692.000000
142547022000.000000,1752159969.836333,142679220490.000000
142580343000.000000,1752159969.868956,142711842648.000000
142613665000.000000,1752159969.996423,142839311049.000000
142646986000.000000,1752159970.018367,142861253564.000000
142780271000.000000,1752159970.040402,142883289560.000000
142813592000.000000,1752159970.215375,143058261766.000000
142846914000.000000,1752159970.231884,143074770981.000000
142946877000.000000,1752159970.253474,143096360446.000000
143013519000.000000,1752159970.265253,143108139330.000000
143046842000.000000,1752159970.450332,143293219392.000000
143180126000.000000,1752159970.461737,143304624726.000000
143213449000.000000,1752159970.483706,143326593963.000000
143246770000.000000,1752159970.608320,143451206743.000000
143280091000.000000,1752159970.625020,143467907381.000000
143413377000.000000,1752159970.652145,143495032090.000000
143446697000.000000,1752159970.792980,143635868553.000000
143480019000.000000,1752159970.820999,143663886229.000000
143579981000.000000,1752159970.837489,143680376240.000000
143613304000.000000,1752159970.963185,143806072577.000000
143646625000.000000,1752159970.969940,143812827005.000000
143779908000.000000,1752159971.093659,143936546948.000000
143813232000.000000,1752159971.105330,143948216759.000000
143846552000.000000,1752159971.121927,143964814269.000000
143913193000.000000,1752159971.232946,144075834102.000000
143946517000.000000,1752159971.249665,144092552239.000000
144046479000.000000,1752159971.362422,144205309434.000000
144079801000.000000,1752159971.379302,144222189957.000000
144113123000.000000,1752159971.396224,144239111776.000000
144179763000.000000,1752159971.478584,144321470944.000000
144213086000.000000,1752159971.500126,144343013910.000000
144313050000.000000,1752159971.647721,144490608004.000000
144346371000.000000,1752159971.669804,144512691499.000000
144379692000.000000,1752159971.691214,144534101078.000000
144413013000.000000,1752159971.718078,144560964588.000000
144479656000.000000,1752159971.857034,144699921100.000000
144646261000.000000,1752159971.878977,144721863782.000000
144679583000.000000,1752159972.012396,144855283531.000000
144712905000.000000,1752159972.029088,144871975391.000000
144746226000.000000,1752159972.056838,144899725053.000000
144846189000.000000,1752159972.174440,145017327410.000000
144879512000.000000,1752159972.201415,145044301881.000000
144979474000.000000,1752159972.217974,145060860965.000000
145012796000.000000,1752159972.335284,145178172067.000000
145046119000.000000,1752159972.374740,145217628133.000000
145146082000.000000,1752159972.509450,145352338546.000000
145179405000.000000,1752159972.525959,145368845742.000000
145212725000.000000,1752159972.547815,145390701296.000000
145312686000.000000,1752159972.574807,145417693581.000000
145346009000.000000,1752159972.745824,145588711630.000000
145512615000.000000,1752159972.772985,145615871357.000000
145545937000.000000,1752159972.891856,145734744194.000000
145579258000.000000,1752159972.913385,145756272234.000000
145612579000.000000,1752159972.929867,145772754245.000000
145712542000.000000,1752159973.061167,145904055455.000000
145745864000.000000,1752159973.083131,145926017377.000000
145845828000.000000,1752159973.105543,145948430811.000000
145879149000.000000,1752159973.280895,146123782086.000000
145912470000.000000,1752159973.292436,146135322769.000000
146045755000.000000,1752159973.314052,146156938457.000000
146079078000.000000,1752159973.419325,146262212143.000000
146112398000.000000,1752159973.436716,146279603584.000000
146212360000.000000,1752159973.453652,146296539328.000000
146245683000.000000,1752159973.584727,146427614152.000000
146279004000.000000,1752159973.606626,146449512798.000000
146412289000.000000,1752159973.740212,146583099471.000000
146445610000.000000,1752159973.762148,146605036593.000000
146478931000.000000,1752159973.774161,146617047457.000000
146545574000.000000,1752159973.790704,146633591214.000000
146578896000.000000,1752159973.929630,146772517809.000000
146712181000.000000,1752159974.064101,146906989121.000000
146745502000.000000,1752159974.101839,146944727046.000000
146778824000.000000,1752159974.118123,146961009158.000000
146812146000.000000,1752159974.139797,146982684005.000000
146912109000.000000,1752159974.258644,147101531938.000000
147078716000.000000,1752159974.359440,147202327557.000000
147112038000.000000,1752159974.376332,147219219588.000000
147145358000.000000,1752159974.392937,147235823326.000000
147178680000.000000,1752159974.494045,147336933089.000000
147212002000.000000,1752159974.521154,147364041634.000000
147311965000.000000,1752159974.637406,147480292985.000000
147345288000.000000,1752159974.659100,147501986777.000000
147378610000.000000,1752159974.670833,147513719681.000000
147478572000.000000,1752159974.815042,147657930087.000000
147511895000.000000,1752159974.826736,147669623788.000000
147578536000.000000,1752159974.848691,147691577761.000000
147611859000.000000,1752159974.960432,147803319386.000000
147645180000.000000,1752159974.977525,147820412822.000000
147778466000.000000,1752159975.134270,147977157549.000000
147811788000.000000,1752159975.151070,147993956636.000000
147845112000.000000,1752159975.183177,148026063254.000000
147911752000.000000,1752159975.199427,148042314348.000000
147978395000.000000,1752159975.376978,148219866006.000000
148111680000.000000,1752159975.398992,148241879849.000000
148145002000.000000,1752159975.420661,148263548160.000000
148178324000.000000,1752159975.576396,148419283490.000000
148211645000.000000,1752159975.593184,148436072356.000000
148344930000.000000,1752159975.625602,148468488970.000000
148378252000.000000,1752159975.742631,148585518665.000000
148411573000.000000,1752159975.759096,148601982571.000000
148544857000.000000,1752159975.781008,148623894434.000000
148578180000.000000,1752159975.910684,148753570800.000000
148611501000.000000,1752159975.938340,148781227172.000000
148711466000.000000,1752159975.954631,148797518544.000000
148744788000.000000,1752159976.092750,148935637981.000000
148778108000.000000,1752159976.114756,148957643121.000000
148878072000.000000,1752159976.126274,148969161676.000000
148911394000.000000,1752159976.293528,149136415265.000000
148944715000.000000,1752159976.315313,149158200277.000000
149044678000.000000,1752159976.336903,149179789977.000000
149078000000.000000,1752159976.358640,149201525954.000000
149111323000.000000,1752159976.543669,149386556323.000000
149277930000.000000,1752159976.560770,149403657629.000000
149311251000.000000,1752159976.688547,149531435850.000000
149344573000.000000,1752159976.705348,149548234957.000000
149377895000.000000,1752159976.721930,149564816917.000000
149511180000.000000,1752159976.941050,149783937623.000000
149544501000.000000,1752159976.957314,149800201161.000000
149644465000.000000,1752159976.978649,149821535049.000000
149677787000.000000,1752159977.000051,149842937066.000000
149711108000.000000,1752159977.016345,149859231419.000000
149944359000.000000,1752159977.230829,150073716399.000000
149977679000.000000,1752159977.363080,150205967070.000000
150011001000.000000,1752159977.379341,150222227534.000000
150044321000.000000,1752159977.396220,150239107880.000000
150077644000.000000,1752159977.417737,150260623970.000000
150210929000.000000,1752159977.623107,150465995461.000000
150377535000.000000,1752159977.634933,150477820012.000000
150410858000.000000,1752159977.763897,150606784349.000000
150444180000.000000,1752159977.780740,150623626936.000000
150477502000.000000,1752159977.802773,150645659243.000000
150577464000.000000,1752159977.975327,150818214309.000000
150610787000.000000,1752159977.997247,150840133857.000000
150710750000.000000,1752159978.013525,150856412728.000000
150744071000.000000,1752159978.034993,150877880652.000000
150777394000.000000,1752159978.192799,151035687274.000000
150977322000.000000,1752159978.215355,151058241778.000000
151010644000.000000,1752159978.340243,151183130254.000000
151043967000.000000,1752159978.356788,151199675474.000000
151077287000.000000,1752159978.373810,151216696929.000000
151177250000.000000,1752159978.511710,151354597517.000000
151210572000.000000,1752159978.528372,151371258921.000000
151310536000.000000,1752159978.554739,151397626012.000000
151343858000.000000,1752159978.662705,151505592753.000000
151377180000.000000,1752159978.684405,151527291452.000000
151477142000.000000,1752159978.813063,151655950552.000000
151510464000.000000,1752159978.834618,151677504845.000000
151543785000.000000,1752159978.850947,151693832549.000000
151610428000.000000,1752159978.867704,151710590507.000000
151677072000.000000,1752159979.047689,151890576174.000000
151777034000.000000,1752159979.070214,151913100771.000000
151810357000.000000,1752159979.097392,151940279149.000000
151843679000.000000,1752159979.241642,152084529739.000000
151877001000.000000,1752159979.258613,152101500584.000000
152010286000.000000,1752159979.270684,152113571077.000000
152043608000.000000,1752159979.414567,152257454412.000000
152076929000.000000,1752159979.437057,152279943454.000000
152210213000.000000,1752159979.453994,152296881355.000000
152243537000.000000,1752159979.640863,152483750500.000000
152276857000.000000,1752159979.657238,152500125740.000000
152410143000.000000,1752159979.673977,152516863977.000000
152443464000.000000,1752159979.695626,152538512750.000000
152476786000.000000,1752159979.842227,152685114740.000000
152610071000.000000,1752159979.853966,152696854070.000000
152643393000.000000,1752159980.020566,152863453259.000000
152676715000.000000,1752159980.036952,152879838481.000000
152710036000.000000,1752159980.058944,152901830176.000000
152809999000.000000,1752159980.080699,152923585578.000000
152843321000.000000,1752159980.299901,153142788302.000000
153009927000.000000,1752159980.321818,153164705980.000000
153043249000.000000,1752159980.338239,153181125720.000000
153076570000.000000,1752159980.354831,153197717384.000000
153143215000.000000,1752159980.463135,153306022066.000000
153276499000.000000,1752159980.562730,153405618087.000000
153309822000.000000,1752159980.584649,153427536654.000000
153343143000.000000,1752159980.607400,153450286952.000000
153376465000.000000,1752159980.712747,153555634797.000000
153409785000.000000,1752159980.729611,153572498847.000000
153543071000.000000,1752159980.831399,153674287010.000000
153576394000.000000,1752159980.847910,153690796323.000000
