Sensor Timestamp (ns), time.time(), time.perf_counter_ns()
4393227731000.000000,1752164220.482446,4393325333392.000000
4393261053000.000000,1752164220.585630,4393428517745.000000
4393294373000.000000,1752164220.612387,4393455273827.000000
4393394338000.000000,1752164220.746192,4393589079294.000000
4393427660000.000000,1752164220.773173,4393616060300.000000
4393460985000.000000,1752164220.800134,4393643021251.000000
4393560946000.000000,1752164220.892420,4393735306387.000000
4393594268000.000000,1752164220.914317,4393757204022.000000
4393727553000.000000,1752164221.081767,4393924653294.000000
4393760875000.000000,1752164221.104703,4393947590973.000000
4393794196000.000000,1752164221.116111,4393958997387.000000
4393827517000.000000,1752164221.122584,4393965470188.000000
4393860838000.000000,1752164221.281672,4394124559902.000000
4394027446000.000000,1752164221.298597,4394141485127.000000
4394060767000.000000,1752164221.327344,4394170231021.000000
4394094089000.000000,1752164221.443251,4394286138366.000000
4394127416000.000000,1752164221.465671,4394308557755.000000
4394260695000.000000,1752164221.580992,4394423879162.000000
4394294017000.000000,1752164221.597632,4394440518557.000000
4394327338000.000000,1752164221.630448,4394473334815.000000
4394393981000.000000,1752164221.769512,4394612399503.000000
4394427302000.000000,1752164221.796922,4394639808578.000000
4394560587000.000000,1752164221.818809,4394661695750.000000
4394593909000.000000,1752164221.906883,4394749770562.000000
4394627232000.000000,1752164221.934877,4394777764612.000000
4394727195000.000000,1752164222.056333,4394899220712.000000
4394760518000.000000,1752164222.083919,4394926805545.000000
4394793838000.000000,1752164222.100404,4394943290182.000000
4394860480000.000000,1752164222.236128,4395079015666.000000
4394927124000.000000,1752164222.263119,4395106005728.000000
4395027087000.000000,1752164222.284775,4395127662550.000000
4395060409000.000000,1752164222.412277,4395255164067.000000
4395093731000.000000,1752164222.428949,4395271835572.000000
4395193694000.000000,1752164222.451433,4395294320016.000000
4395227016000.000000,1752164222.588234,4395431121525.000000
4395260338000.000000,1752164222.605092,4395447979528.000000
4395360301000.000000,1752164222.616742,4395459628699.000000
4395393623000.000000,1752164222.741374,4395584261710.000000
4395426944000.000000,1752164222.763123,4395606009642.000000
4395526908000.000000,1752164222.779663,4395622550150.000000
4395560230000.000000,1752164222.929690,4395772577202.000000
4395593552000.000000,1752164222.951691,4395794578872.000000
4395693516000.000000,1752164222.978562,4395821449324.000000
4395726837000.000000,1752164223.005728,4395848614420.000000
4395760158000.000000,1752164223.170158,4396013045595.000000
4395926766000.000000,1752164223.186808,4396029695286.000000
4395960087000.000000,1752164223.203555,4396046442013.000000
4395993408000.000000,1752164223.355104,4396197990493.000000
4396026730000.000000,1752164223.371980,4396214867089.000000
4396126694000.000000,1752164223.398686,4396241572802.000000
4396160015000.000000,1752164223.420362,4396263248698.000000
4396193336000.000000,1752164223.522256,4396365142787.000000
4396359943000.000000,1752164223.643594,4396486481277.000000
4396393266000.000000,1752164223.681108,4396523995188.000000
4396426586000.000000,1752164223.697689,4396540575121.000000
4396459908000.000000,1752164223.806459,4396649346802.000000
4396493230000.000000,1752164223.829108,4396671995558.000000
4396626514000.000000,1752164223.934646,4396777532904.000000
4396659836000.000000,1752164223.956279,4396799165060.000000
4396693158000.000000,1752164223.983631,4396826517784.000000
4396793122000.000000,1752164224.101387,4396944273702.000000
4396826443000.000000,1752164224.118363,4396961249686.000000
4396926407000.000000,1752164224.299629,4397142516328.000000
4396959728000.000000,1752164224.316380,4397159265703.000000
4396993050000.000000,1752164224.332719,4397175605990.000000
4397026371000.000000,1752164224.348954,4397191840167.000000
4397093014000.000000,1752164224.365268,4397208153955.000000
4397292942000.000000,1752164224.583924,4397426811527.000000
4397326264000.000000,1752164224.607170,4397450058203.000000
4397359586000.000000,1752164224.698987,4397541874233.000000
4397392907000.000000,1752164224.721320,4397564208030.000000
4397426229000.000000,1752164224.748628,4397591514977.000000
4397526195000.000000,1752164224.909320,4397752207340.000000
4397559515000.000000,1752164224.936402,4397779288678.000000
4397659477000.000000,1752164224.953307,4397796194089.000000
4397692800000.000000,1752164225.066128,4397909015060.000000
4397759444000.000000,1752164225.083136,4397926023599.000000
4397892727000.000000,1752164225.194505,4398037391734.000000
4397926052000.000000,1752164225.211300,4398054187423.000000
4397959371000.000000,1752164225.228133,4398071019983.000000
4398026012000.000000,1752164225.400647,4398243533978.000000
4398059336000.000000,1752164225.417315,4398260201410.000000
4398159299000.000000,1752164225.428724,4398271610453.000000
4398192621000.000000,1752164225.445170,4398288055962.000000
4398225941000.000000,1752164225.567902,4398410789530.000000
4398359229000.000000,1752164225.579422,4398422308665.000000
4398392550000.000000,1752164225.724088,4398566975219.000000
4398425872000.000000,1752164225.740737,4398583624318.000000
4398459192000.000000,1752164225.757428,4398600314508.000000
4398525833000.000000,1752164225.903075,4398745962811.000000
4398592478000.000000,1752164225.925143,4398768030722.000000
4398692441000.000000,1752164225.952723,4398795610240.000000
4398725763000.000000,1752164226.078475,4398921362183.000000
4398759085000.000000,1752164226.095336,4398938223038.000000
4398892369000.000000,1752164226.229473,4399072360780.000000
4398925693000.000000,1752164226.251338,4399094225785.000000
4398959013000.000000,1752164226.267493,4399110381130.000000
4399058977000.000000,1752164226.424321,4399267208720.000000
4399092299000.000000,1752164226.451666,4399294552851.000000
4399192264000.000000,1752164226.468503,4399311389633.000000
4399225584000.000000,1752164226.485334,4399328220767.000000
4399258906000.000000,1752164226.646980,4399489867194.000000
4399425512000.000000,1752164226.663579,4399506464922.000000
4399458835000.000000,1752164226.765446,4399608332826.000000
4399492156000.000000,1752164226.782065,4399624951906.000000
4399525480000.000000,1752164226.803683,4399646570266.000000
4399625442000.000000,1752164226.977251,4399820139139.000000
4399658763000.000000,1752164226.994464,4399837350954.000000
4399792048000.000000,1752164227.111229,4399954115975.000000
4399825371000.000000,1752164227.137806,4399980693633.000000
4399858692000.000000,1752164227.154648,4399997534859.000000
4399925332000.000000,1752164227.282482,4400125370484.000000
4399958655000.000000,1752164227.299739,4400142625502.000000
4400058618000.000000,1752164227.316490,4400159376229.000000
4400091941000.000000,1752164227.433926,4400276813705.000000
4400125263000.000000,1752164227.455988,4400298874338.000000
4400225225000.000000,1752164227.467622,4400310509232.000000
4400258548000.000000,1752164227.601566,4400444453197.000000
4400291870000.000000,1752164227.618431,4400461318016.000000
4400391834000.000000,1752164227.650753,4400493639927.000000
4400425154000.000000,1752164227.779033,4400621920510.000000
4400458476000.000000,1752164227.795607,4400638493146.000000
4400558440000.000000,1752164227.812309,4400655196077.000000
4400591762000.000000,1752164227.960043,4400802930710.000000
4400625083000.000000,1752164227.982022,4400824909621.000000
4400758368000.000000,1752164228.003703,4400846590758.000000
4400791691000.000000,1752164228.147009,4400989896623.000000
4400825013000.000000,1752164228.168721,4401011609149.000000
4400924976000.000000,1752164228.186151,4401029037739.000000
4400958298000.000000,1752164228.282197,4401125084020.000000
4400991620000.000000,1752164228.314601,4401157488116.000000
4401124904000.000000,1752164228.447455,4401290342797.000000
4401158227000.000000,1752164228.464364,4401307250949.000000
4401191547000.000000,1752164228.480963,4401323848733.000000
4401224869000.000000,1752164228.497636,4401340522350.000000
4401258191000.000000,1752164228.682418,4401525304657.000000
4401458118000.000000,1752164228.699160,4401542046996.000000
4401491440000.000000,1752164228.716037,4401558923925.000000
4401524762000.000000,1752164228.838467,4401681354367.000000
4401558083000.000000,1752164228.860245,4401703131299.000000
4401624726000.000000,1752164228.876853,4401719740157.000000
4401658047000.000000,1752164229.000447,4401843334901.000000
4401691369000.000000,1752164229.022149,4401865035927.000000
4401824653000.000000,1752164229.129391,4401972278069.000000
4401857976000.000000,1752164229.146078,4401988965426.000000
4401891297000.000000,1752164229.157435,4402000321897.000000
4401957940000.000000,1752164229.345795,4402188682888.000000
4401991261000.000000,1752164229.373455,4402216342424.000000
4402124546000.000000,1752164229.400207,4402243094062.000000
4402157869000.000000,1752164229.543471,4402386358297.000000
4402191190000.000000,1752164229.560236,4402403122580.000000
4402324473000.000000,1752164229.582268,4402425155639.000000
4402357797000.000000,1752164229.749859,4402592747243.000000
4402391119000.000000,1752164229.766192,4402609078271.000000
4402491084000.000000,1752164229.782523,4402625409410.000000
4402524404000.000000,1752164229.940649,4402783535875.000000
4402557725000.000000,1752164229.957629,4402800515507.000000
4402691010000.000000,1752164229.973922,4402816808442.000000
4402724332000.000000,1752164229.990343,4402833229655.000000
4402757653000.000000,1752164230.137775,4402980662309.000000
4402924260000.000000,1752164230.144349,4402987236534.000000
4402957581000.000000,1752164230.280759,4403123645862.000000
4402990904000.000000,1752164230.302662,4403145548571.000000
4403024224000.000000,1752164230.325284,4403168171105.000000
4403090866000.000000,1752164230.352089,4403194975280.000000
4403124189000.000000,1752164230.505934,4403348821957.000000
4403290795000.000000,1752164230.517634,4403360520554.000000
4403324118000.000000,1752164230.654989,4403497876853.000000
4403357439000.000000,1752164230.687198,4403530084969.000000
4403390760000.000000,1752164230.698936,4403541822158.000000
4403424082000.000000,1752164230.715226,4403558112482.000000
4403490724000.000000,1752164230.861278,4403704165188.000000
4403624012000.000000,1752164230.883670,4403726556410.000000
4403657332000.000000,1752164230.978066,4403820953302.000000
4403690653000.000000,1752164231.010976,4403853863022.000000
4403723975000.000000,1752164231.027644,4403870530472.000000
4403823938000.000000,1752164231.204389,4404047276773.000000
4403857260000.000000,1752164231.226126,4404069013391.000000
4403957224000.000000,1752164231.247640,4404090526567.000000
4403990545000.000000,1752164231.363908,4404206794742.000000
4404023867000.000000,1752164231.391084,4404233971190.000000
4404157151000.000000,1752164231.418535,4404261422413.000000
4404190474000.000000,1752164231.597276,4404440162415.000000
4404223795000.000000,1752164231.609215,4404452102842.000000
4404323759000.000000,1752164231.630919,4404473805201.000000
4404357080000.000000,1752164231.647344,4404490230043.000000
4404390401000.000000,1752164231.808255,4404651143126.000000
4404557009000.000000,1752164231.825110,4404667997278.000000
4404590331000.000000,1752164231.841806,4404684693543.000000
4404623652000.000000,1752164231.947453,4404790340128.000000
4404656974000.000000,1752164231.969772,4404812658388.000000
4404723615000.000000,1752164231.991595,4404834481319.000000
4404756937000.000000,1752164232.104837,4404947725378.000000
4404790260000.000000,1752164232.121708,4404964594938.000000
4404923544000.000000,1752164232.279917,4405122804753.000000
4404956865000.000000,1752164232.307694,4405150580788.000000
4404990187000.000000,1752164232.323923,4405166809317.000000
4405056829000.000000,1752164232.350712,4405193599121.000000
4405090151000.000000,1752164232.554368,4405397255503.000000
4405256759000.000000,1752164232.570991,4405413878047.000000
4405323401000.000000,1752164232.603518,4405446404345.000000
4405356722000.000000,1752164232.701660,4405544546751.000000
4405390044000.000000,1752164232.729236,4405572123732.000000
4405523329000.000000,1752164232.826455,4405669342667.000000
4405556651000.000000,1752164232.843061,4405685947637.000000
4405589973000.000000,1752164232.864584,4405707472164.000000
4405656615000.000000,1752164232.985344,4405828230698.000000
4405689937000.000000,1752164233.001941,4405844828797.000000
4405789900000.000000,1752164233.018670,4405861557302.000000
4405823223000.000000,1752164233.141379,4405984266982.000000
4405856545000.000000,1752164233.168608,4406011494892.000000
4405956506000.000000,1752164233.339627,4406182513644.000000
4405989829000.000000,1752164233.351588,4406194474627.000000
4406023151000.000000,1752164233.368338,4406211224650.000000
4406123113000.000000,1752164233.384607,4406227493197.000000
4406156436000.000000,1752164233.556580,4406399467050.000000
4406323042000.000000,1752164233.573233,4406416121260.000000
4406356370000.000000,1752164233.675692,4406518579250.000000
4406389686000.000000,1752164233.707875,4406550762088.000000
4406423008000.000000,1752164233.729663,4406572549521.000000
4406489649000.000000,1752164233.880408,4406723295287.000000
4406522972000.000000,1752164233.891960,4406734845903.000000
4406656256000.000000,1752164233.903589,4406746477019.000000
4406689578000.000000,1752164234.079953,4406922840547.000000
4406722899000.000000,1752164234.096696,4406939581885.000000
4406822863000.000000,1752164234.129144,4406972030221.000000
4406856185000.000000,1752164234.150545,4406993431917.000000
4406889507000.000000,1752164234.298394,4407141282474.000000
4407056113000.000000,1752164234.309944,4407152830979.000000
4407089436000.000000,1752164234.427428,4407270314807.000000
4407122757000.000000,1752164234.444145,4407287031998.000000
4407156078000.000000,1752164234.460859,4407303744725.000000
4407256041000.000000,1752164234.604848,4407447735860.000000
4407289365000.000000,1752164234.621879,4407464766214.000000
4407389328000.000000,1752164234.648823,4407491710072.000000
4407422650000.000000,1752164234.756631,4407599518949.000000
4407455971000.000000,1752164234.774424,4407617311017.000000
4407555936000.000000,1752164234.786838,4407629725198.000000
4407589258000.000000,1752164234.946618,4407789505830.000000
4407622579000.000000,1752164234.968230,4407811117209.000000
4407722541000.000000,1752164234.979990,4407822877175.000000
4407789186000.000000,1752164235.112247,4407955133659.000000
4407822507000.000000,1752164235.128937,4407971823479.000000
4407922469000.000000,1752164235.247387,4408090273649.000000
4407955793000.000000,1752164235.269163,4408112050359.000000
4407989113000.000000,1752164235.285949,4408128835734.000000
4408089076000.000000,1752164235.435758,4408278644751.000000
4408122399000.000000,1752164235.452483,4408295370201.000000
4408222362000.000000,1752164235.469464,4408312351833.000000
4408255685000.000000,1752164235.605240,4408448127853.000000
4408289006000.000000,1752164235.621898,4408464784877.000000
4408388969000.000000,1752164235.638419,4408481305922.000000
4408422292000.000000,1752164235.732566,4408575453723.000000
4408455614000.000000,1752164235.760501,4408603387441.000000
4408555577000.000000,1752164235.871527,4408714413839.000000
4408588899000.000000,1752164235.899051,4408741939005.000000
4408622219000.000000,1752164235.926621,4408769508338.000000
4408688862000.000000,1752164236.038579,4408881466374.000000
4408722185000.000000,1752164236.055335,4408898222009.000000
4408855468000.000000,1752164236.189814,4409032701172.000000
4408888791000.000000,1752164236.206440,4409049327105.000000
4408922112000.000000,1752164236.222932,4409065818279.000000
4408988754000.000000,1752164236.239194,4409082080456.000000
4409022078000.000000,1752164236.410603,4409253489648.000000
4409188683000.000000,1752164236.427258,4409270145524.000000
4409222005000.000000,1752164236.540338,4409383225733.000000
4409255326000.000000,1752164236.562088,4409404974629.000000
4409288649000.000000,1752164236.578717,4409421604005.000000
4409355290000.000000,1752164236.737475,4409580362630.000000
4409388613000.000000,1752164236.754264,4409597151097.000000
4409521898000.000000,1752164236.771110,4409613997972.000000
4409555220000.000000,1752164236.933525,4409776413057.000000
4409588541000.000000,1752164236.950348,4409793235209.000000
4409688504000.000000,1752164236.966939,4409809826401.000000
4409755146000.000000,1752164237.096012,4409938899067.000000
4409788470000.000000,1752164237.112768,4409955655461.000000
4409888432000.000000,1752164237.133927,4409976814308.000000
4409921754000.000000,1752164237.274909,4410117796086.000000
4409955076000.000000,1752164237.301816,4410144702889.000000
4410055040000.000000,1752164237.318576,4410161462542.000000
4410088361000.000000,1752164237.485422,4410328309432.000000
4410121683000.000000,1752164237.507172,4410350058679.000000
4410221646000.000000,1752164237.518870,4410361756831.000000
4410288288000.000000,1752164237.535455,4410378342467.000000
4410321611000.000000,1752164237.737750,4410580637420.000000
4410454896000.000000,1752164237.764620,4410607506723.000000
4410488216000.000000,1752164237.786120,4410629006122.000000
4410521539000.000000,1752164237.807566,4410650452668.000000
4410554860000.000000,1752164237.897093,4410739980038.000000
4410721466000.000000,1752164238.064958,4410907844546.000000
4410754789000.000000,1752164238.081617,4410924503515.000000
4410788111000.000000,1752164238.098343,4410941230928.000000
4410821431000.000000,1752164238.109980,4410952866691.000000
4410921394000.000000,1752164238.234926,4411077812624.000000
4411021360000.000000,1752164238.252246,4411095133438.000000
4411054682000.000000,1752164238.397042,4411239929750.000000
4411088005000.000000,1752164238.414093,4411256979548.000000
4411121324000.000000,1752164238.430624,4411273511222.000000
4411187967000.000000,1752164238.447358,4411290245283.000000
4411221288000.000000,1752164238.615878,4411458765339.000000
4411354575000.000000,1752164238.632594,4411475481474.000000
4411387895000.000000,1752164238.750564,4411593451427.000000
4411421218000.000000,1752164238.777900,4411620786984.000000
4411454538000.000000,1752164238.794349,4411637235363.000000
4411554501000.000000,1752164238.810595,4411653481892.000000
4411587825000.000000,1752164239.042816,4411885703800.000000
4411721109000.000000,1752164239.064736,4411907622582.000000
4411754432000.000000,1752164239.081263,4411924149368.000000
4411787752000.000000,1752164239.204534,4412047420967.000000
4411854394000.000000,1752164239.216217,4412059104156.000000
4411987681000.000000,1752164239.232661,4412075548645.000000
4412021003000.000000,1752164239.368908,4412211795198.000000
4412054324000.000000,1752164239.396142,4412239028830.000000
4412154286000.000000,1752164239.407719,4412250605280.000000
4412220930000.000000,1752164239.528920,4412371807161.000000
4412254253000.000000,1752164239.545503,4412388389723.000000
4412320893000.000000,1752164239.562048,4412404935989.000000
4412354216000.000000,1752164239.661180,4412504066737.000000
4412387538000.000000,1752164239.673002,4412515888702.000000
4412487500000.000000,1752164239.874462,4412717350793.000000
4412520823000.000000,1752164239.892052,4412734939363.000000
4412554145000.000000,1752164239.914387,4412757273938.000000
4412654107000.000000,1752164239.930703,4412773589725.000000
4412720751000.000000,1752164240.128763,4412971650168.000000
4412854036000.000000,1752164240.161159,4413004046097.000000
4412887359000.000000,1752164240.178129,4413021015803.000000
4412920681000.000000,1752164240.334705,4413177591840.000000
4412954001000.000000,1752164240.356467,4413199354050.000000
4413087287000.000000,1752164240.377945,4413220832282.000000
4413120609000.000000,1752164240.399904,4413242790194.000000
4413153930000.000000,1752164240.579578,4413422465019.000000
4413320536000.000000,1752164240.596399,4413439286375.000000
4413353859000.000000,1752164240.618898,4413461785874.000000
4413387180000.000000,1752164240.741938,4413584826253.000000
4413420500000.000000,1752164240.763839,4413606727166.000000
4413553785000.000000,1752164240.903998,4413746885806.000000
4413587108000.000000,1752164240.915718,4413758604828.000000
4413620429000.000000,1752164240.937599,4413780486018.000000
4413720393000.000000,1752164241.114507,4413957393688.000000
4413753715000.000000,1752164241.131339,4413974225414.000000
4413853678000.000000,1752164241.158129,4414001016607.000000
4413886999000.000000,1752164241.185022,4414027908781.000000
4413920321000.000000,1752164241.306688,4414149574897.000000
4414120249000.000000,1752164241.471269,4414314156663.000000
4414153573000.000000,1752164241.487701,4414330587820.000000
4414186893000.000000,1752164241.504352,4414347239326.000000
4414220215000.000000,1752164241.521163,4414364049589.000000
4414320178000.000000,1752164241.667388,4414510274849.000000
4414453463000.000000,1752164241.684323,4414527210074.000000
4414486786000.000000,1752164241.828998,4414671884739.000000
4414520108000.000000,1752164241.845790,4414688677836.000000
4414553429000.000000,1752164241.883657,4414726543040.000000
4414620070000.000000,1752164241.904729,4414747616628.000000
4414653393000.000000,1752164242.036356,4414879243544.000000
4414820000000.000000,1752164242.053320,4414896206880.000000
4414853321000.000000,1752164242.186911,4415029798220.000000
4414886643000.000000,1752164242.203378,4415046265765.000000
4414919964000.000000,1752164242.225804,4415068690783.000000
4415019929000.000000,1752164242.408269,4415251156041.000000
