Sensor Timestamp (ns), time.time(), time.perf_counter_ns()
2725256102000.000000,1752162552.578351,2725421238066.000000
2725356068000.000000,1752162552.599798,2725442685404.000000
2725389388000.000000,1752162552.740124,2725583011388.000000
2725422711000.000000,1752162552.756949,2725599836050.000000
2725522671000.000000,1752162552.778868,2725621754606.000000
2725555995000.000000,1752162552.910388,2725753275808.000000
2725589317000.000000,1752162552.926564,2725769451533.000000
2725689280000.000000,1752162552.943261,2725786147771.000000
2725722603000.000000,1752162553.090785,2725933672866.000000
2725755924000.000000,1752162553.107511,2725950398048.000000
2725855888000.000000,1752162553.129187,2725972073495.000000
2725922529000.000000,1752162553.263393,2726106280818.000000
2725955852000.000000,1752162553.280424,2726123311849.000000
2726055816000.000000,1752162553.297573,2726140459786.000000
2726089136000.000000,1752162553.339890,2726182777487.000000
2726122458000.000000,1752162553.341394,2726184280638.000000
