Sensor Timestamp (ns), time.time(), time.perf_counter_ns()
2768608090000.000000,1752162595.792216,2768635103722.000000
2768641410000.000000,1752162595.825543,2768668430625.000000
2768674732000.000000,1752162595.858968,2768701854841.000000
2768708055000.000000,1752162595.892267,2768735154892.000000
2768741375000.000000,1752162595.925609,2768768496165.000000
2768774697000.000000,1752162595.958924,2768801810679.000000
2768808021000.000000,1752162595.992207,2768835093897.000000
2768841340000.000000,1752162596.025567,2768868454188.000000
2768874662000.000000,1752162596.058892,2768901778849.000000
2768907983000.000000,1752162596.092198,2768935085845.000000
2768941304000.000000,1752162596.125549,2768968435784.000000
2768974626000.000000,1752162596.159053,2769001939815.000000
2769007949000.000000,1752162596.192166,2769035053553.000000
2769041269000.000000,1752162596.225528,2769068415584.000000
2769074590000.000000,1752162596.258822,2769101708672.000000
2769107911000.000000,1752162596.292040,2769134927817.000000
2769141231000.000000,1752162596.325370,2769168256812.000000
2769174553000.000000,1752162596.358816,2769201702898.000000
2769207879000.000000,1752162596.392068,2769234955357.000000
2769241197000.000000,1752162596.425411,2769268297630.000000
2769274518000.000000,1752162596.460701,2769303588513.000000
2769307840000.000000,1752162596.492061,2769334948417.000000
2769341161000.000000,1752162596.525295,2769368181672.000000
2769374482000.000000,1752162596.558771,2769401658351.000000
2769407806000.000000,1752162596.592046,2769434933124.000000
2769441126000.000000,1752162596.625369,2769468256379.000000
2769474448000.000000,1752162596.658685,2769501571615.000000
2769507769000.000000,1752162596.691971,2769534857592.000000
2769541091000.000000,1752162596.725320,2769568207772.000000
2769574411000.000000,1752162596.759744,2769602631608.000000
2769607733000.000000,1752162596.791915,2769634802170.000000
2769641055000.000000,1752162596.825275,2769668162480.000000
2769674376000.000000,1752162596.858502,2769701389661.000000
2769707696000.000000,1752162596.892055,2769734941784.000000
2769741018000.000000,1752162596.925231,2769768118576.000000
2769774340000.000000,1752162596.958646,2769801533589.000000
2769807662000.000000,1752162596.991844,2769834731289.000000
2769840983000.000000,1752162597.025228,2769868115025.000000
2769874304000.000000,1752162597.058530,2769901417557.000000
2769907624000.000000,1752162597.141571,2769984458029.000000
2769940945000.000000,1752162597.158156,2770001042879.000000
2769974268000.000000,1752162597.295728,2770138614798.000000
2770007590000.000000,1752162597.323203,2770166090056.000000
2770040910000.000000,1752162597.344167,2770187052566.000000
2770074231000.000000,1752162597.447314,2770290201316.000000
2770107553000.000000,1752162597.458804,2770301690514.000000
2770274160000.000000,1752162597.618072,2770460960027.000000
2770307483000.000000,1752162597.635078,2770477965669.000000
2770340803000.000000,1752162597.651703,2770494589075.000000
2770374123000.000000,1752162597.667984,2770510870391.000000
2770440767000.000000,1752162597.790725,2770633612294.000000
2770574053000.000000,1752162597.834129,2770677016075.000000
2770607375000.000000,1752162597.986945,2770829833062.000000
2770640695000.000000,1752162598.003973,2770846860352.000000
2770674016000.000000,1752162598.025561,2770868446985.000000
2770773979000.000000,1752162598.046964,2770889851378.000000
2770807302000.000000,1752162598.209490,2771052377525.000000
2770973910000.000000,1752162598.226547,2771069433778.000000
2771007230000.000000,1752162598.340021,2771182908682.000000
2771040552000.000000,1752162598.356213,2771199100000.000000
2771073874000.000000,1752162598.389369,2771232256237.000000
2771173838000.000000,1752162598.507935,2771350821978.000000
2771207159000.000000,1752162598.530023,2771372910236.000000
2771340445000.000000,1752162598.653532,2771496420742.000000
2771373767000.000000,1752162598.670376,2771513262774.000000
2771407091000.000000,1752162598.686881,2771529767903.000000
2771473730000.000000,1752162598.856030,2771698918779.000000
2771507053000.000000,1752162598.872642,2771715529018.000000
2771607017000.000000,1752162598.894119,2771737005745.000000
2771640339000.000000,1752162598.915606,2771758494045.000000
2771673658000.000000,1752162599.095430,2771938317813.000000
2771840267000.000000,1752162599.102655,2771945542240.000000
2771873588000.000000,1752162599.211227,2772054115786.000000
2771906910000.000000,1752162599.228293,2772071181650.000000
2771940232000.000000,1752162599.251098,2772093987548.000000
2772040197000.000000,1752162599.414497,2772257384131.000000
2772073520000.000000,1752162599.431039,2772273926037.000000
2772206802000.000000,1752162599.447337,2772290223520.000000
2772240124000.000000,1752162599.620702,2772463589538.000000
2772273446000.000000,1752162599.647892,2772490778984.000000
2772373410000.000000,1752162599.674507,2772517393881.000000
2772406732000.000000,1752162599.695945,2772538830886.000000
2772440053000.000000,1752162599.864889,2772707776338.000000
2772639981000.000000,1752162599.892135,2772735021932.000000
2772673303000.000000,1752162600.012228,2772855115361.000000
2772706625000.000000,1752162600.029401,2772872288242.000000
2772739947000.000000,1752162600.040705,2772883591554.000000
2772806588000.000000,1752162600.057060,2772899946295.000000
2772839911000.000000,1752162600.201012,2773043899353.000000
2772973195000.000000,1752162600.217424,2773060311353.000000
2773006517000.000000,1752162600.244370,2773087256542.000000
2773039839000.000000,1752162600.390657,2773233545336.000000
2773073161000.000000,1752162600.412714,2773255600204.000000
2773173124000.000000,1752162600.424325,2773267212438.000000
2773206447000.000000,1752162600.546082,2773388968610.000000
2773239768000.000000,1752162600.562871,2773405757773.000000
2773373053000.000000,1752162600.664703,2773507590407.000000
2773406380000.000000,1752162600.681309,2773524195997.000000
2773439697000.000000,1752162600.703426,2773546312328.000000
2773506339000.000000,1752162600.893548,2773736435788.000000
2773539661000.000000,1752162600.920926,2773763812955.000000
2773639624000.000000,1752162600.937331,2773780217325.000000
2773672946000.000000,1752162600.953695,2773796581011.000000
2773706268000.000000,1752162601.109462,2773952349115.000000
2773872874000.000000,1752162601.126438,2773969325184.000000
2773906196000.000000,1752162601.148439,2773991325720.000000
2773939517000.000000,1752162601.274883,2774117769603.000000
2773972839000.000000,1752162601.291675,2774134561952.000000
2774072802000.000000,1752162601.318537,2774161424753.000000
2774106124000.000000,1752162601.478044,2774320931079.000000
2774139447000.000000,1752162601.494929,2774337816204.000000
2774272731000.000000,1752162601.511542,2774354429183.000000
2774306054000.000000,1752162601.655368,2774498255983.000000
2774339376000.000000,1752162601.676949,2774519836079.000000
2774439338000.000000,1752162601.693523,2774536409522.000000
2774472661000.000000,1752162601.900195,2774743082184.000000
2774505982000.000000,1752162601.916955,2774759841588.000000
2774605944000.000000,1752162601.933383,2774776268810.000000
2774639267000.000000,1752162601.959776,2774802662635.000000
2774705909000.000000,1752162602.154093,2774996980811.000000
2774872516000.000000,1752162602.170998,2775013886195.000000
2774905839000.000000,1752162602.187242,2775030129086.000000
2774972481000.000000,1752162602.339645,2775182532298.000000
2775005810000.000000,1752162602.356325,2775199212462.000000
2775105767000.000000,1752162602.373226,2775216112513.000000
2775139089000.000000,1752162602.389884,2775232770270.000000
2775172410000.000000,1752162602.578399,2775421286172.000000
2775305695000.000000,1752162602.600468,2775443354837.000000
2775339018000.000000,1752162602.616916,2775459803966.000000
2775405660000.000000,1752162602.751961,2775594849225.000000
2775438981000.000000,1752162602.773887,2775616773947.000000
2775538945000.000000,1752162602.785564,2775628452736.000000
2775572267000.000000,1752162602.947602,2775790489240.000000
2775605589000.000000,1752162602.969984,2775812871402.000000
2775705552000.000000,1752162602.986432,2775829319142.000000
2775738874000.000000,1752162603.012959,2775855846540.000000
2775772196000.000000,1752162603.142697,2775985584260.000000
2775938802000.000000,1752162603.164902,2776007789164.000000
2775972124000.000000,1752162603.308235,2776151122080.000000
2776005445000.000000,1752162603.324584,2776167471766.000000
2776038767000.000000,1752162603.340699,2776183586251.000000
2776138732000.000000,1752162603.426844,2776269730599.000000
2776172053000.000000,1752162603.443407,2776286293394.000000
2776272019000.000000,1752162603.610036,2776452922814.000000
2776305339000.000000,1752162603.652533,2776495421049.000000
2776338661000.000000,1752162603.674024,2776516910257.000000
2776405303000.000000,1752162603.695702,2776538588204.000000
2776438625000.000000,1752162603.898071,2776740958132.000000
2776605232000.000000,1752162603.936045,2776778931932.000000
2776638553000.000000,1752162603.957518,2776800404399.000000
2776671875000.000000,1752162604.074985,2776917872318.000000
2776705196000.000000,1752162604.097114,2776940015686.000000
2776871802000.000000,1752162604.124313,2776967200391.000000
2776905124000.000000,1752162604.317145,2777160032898.000000
2776938445000.000000,1752162604.333888,2777176774339.000000
2777038410000.000000,1752162604.350143,2777193029378.000000
2777071731000.000000,1752162604.361655,2777204541446.000000
2777105052000.000000,1752162604.363183,2777206069282.000000
2777271659000.000000,1752162604.565764,2777408651652.000000
2777304982000.000000,1752162604.598953,2777441839667.000000
2777338302000.000000,1752162604.685432,2777528320142.000000
2777371632000.000000,1752162604.707735,2777550621915.000000
2777404947000.000000,1752162604.709212,2777552098549.000000
2777504910000.000000,1752162604.889823,2777732710956.000000
2777538232000.000000,1752162604.906351,2777749237215.000000
2777638195000.000000,1752162604.928012,2777770899069.000000
2777671517000.000000,1752162604.949495,2777792381203.000000
2777704839000.000000,1752162605.138138,2777981025362.000000
2777904766000.000000,1752162605.144722,2777987609166.000000
2777938089000.000000,1752162605.277631,2778120519077.000000
2777971410000.000000,1752162605.289369,2778132255772.000000
2778004732000.000000,1752162605.305997,2778148884289.000000
2778071373000.000000,1752162605.327490,2778170376200.000000
2778104696000.000000,1752162605.567092,2778409979491.000000
2778237980000.000000,1752162605.600385,2778443271894.000000
2778271304000.000000,1752162605.616748,2778459634450.000000
2778337946000.000000,1752162605.717669,2778560556500.000000
2778371268000.000000,1752162605.745515,2778588401680.000000
2778537874000.000000,1752162605.842170,2778685057570.000000
2778571197000.000000,1752162605.869220,2778712106907.000000
2778604516000.000000,1752162605.890767,2778733654614.000000
2778671160000.000000,1752162606.025474,2778868362099.000000
2778704481000.000000,1752162606.037390,2778880277181.000000
2778804446000.000000,1752162606.059864,2778902751250.000000
2778837767000.000000,1752162606.180207,2779023094732.000000
2778871089000.000000,1752162606.202812,2779045698429.000000
2779004374000.000000,1752162606.320455,2779163342735.000000
2779037695000.000000,1752162606.337448,2779180335211.000000
2779071017000.000000,1752162606.354189,2779197076818.000000
2779137660000.000000,1752162606.524399,2779367287684.000000
2779170981000.000000,1752162606.537255,2779380142146.000000
2779237623000.000000,1752162606.549456,2779392341800.000000
2779304267000.000000,1752162606.616623,2779459510433.000000
2779337589000.000000,1752162606.638527,2779481413692.000000
2779470875000.000000,1752162606.796831,2779639718030.000000
2779504196000.000000,1752162606.813781,2779656667469.000000
2779537518000.000000,1752162606.840480,2779683367069.000000
2779570839000.000000,1752162606.861957,2779704843369.000000
2779604160000.000000,1752162607.043416,2779886303176.000000
2779804088000.000000,1752162607.065727,2779908613746.000000
2779837411000.000000,1752162607.077231,2779920117722.000000
2779870732000.000000,1752162607.198180,2780041067624.000000
2779904054000.000000,1752162607.214243,2780057129998.000000
2780037338000.000000,1752162607.340383,2780183270033.000000
2780070661000.000000,1752162607.361950,2780204837296.000000
2780103982000.000000,1752162607.373494,2780216380864.000000
2780170625000.000000,1752162607.501990,2780344877652.000000
2780203946000.000000,1752162607.518572,2780361459891.000000
2780303910000.000000,1752162607.640647,2780483534597.000000
2780337232000.000000,1752162607.662523,2780505410708.000000
2780370554000.000000,1752162607.679207,2780522094076.000000
2780470517000.000000,1752162607.823321,2780666207965.000000
2780503840000.000000,1752162607.835401,2780678287639.000000
2780603803000.000000,1752162607.846836,2780689723097.000000
2780637124000.000000,1752162607.997022,2780839910166.000000
2780670446000.000000,1752162608.013609,2780856497201.000000
2780770412000.000000,1752162608.040766,2780883652666.000000
2780803732000.000000,1752162608.186596,2781029483872.000000
2780837053000.000000,1752162608.208138,2781051025134.000000
2780937017000.000000,1752162608.229448,2781072334492.000000
2780970338000.000000,1752162608.261195,2781104082077.000000
2781003660000.000000,1752162608.422065,2781264952204.000000
2781203588000.000000,1752162608.438678,2781281564999.000000
2781236910000.000000,1752162608.549258,2781392144895.000000
2781270232000.000000,1752162608.570817,2781413704843.000000
2781303554000.000000,1752162608.587513,2781430400507.000000
2781403518000.000000,1752162608.732463,2781575350091.000000
2781436839000.000000,1752162608.749047,2781591934349.000000
2781503481000.000000,1752162608.770720,2781613607648.000000
2781536803000.000000,1752162608.924287,2781767174052.000000
2781570125000.000000,1752162608.951572,2781794458553.000000
2781703409000.000000,1752162608.973311,2781816197629.000000
2781736732000.000000,1752162609.100131,2781943018268.000000
2781770053000.000000,1752162609.122189,2781965076951.000000
2781903338000.000000,1752162609.144033,2781986919970.000000
2781936661000.000000,1752162609.274870,2782117758365.000000
2781969982000.000000,1752162609.292040,2782134928598.000000
2782069946000.000000,1752162609.329763,2782172651400.000000
2782103267000.000000,1752162609.446672,2782289559307.000000
2782136589000.000000,1752162609.468796,2782311682971.000000
2782236552000.000000,1752162609.501971,2782344858097.000000
2782269874000.000000,1752162609.642058,2782484945639.000000
2782303197000.000000,1752162609.664086,2782506973674.000000
2782436479000.000000,1752162609.680532,2782523420026.000000
2782469804000.000000,1752162609.781532,2782624419334.000000
2782503126000.000000,1752162609.803160,2782646047133.000000
2782603088000.000000,1752162609.931858,2782774745439.000000
2782636410000.000000,1752162609.959343,2782802230419.000000
2782669731000.000000,1752162609.986229,2782829115998.000000
2782736373000.000000,1752162610.002551,2782845437073.000000
2782769695000.000000,1752162610.153359,2782996246876.000000
2782936301000.000000,1752162610.159927,2783002813698.000000
2782969624000.000000,1752162610.275650,2783118537394.000000
2783002946000.000000,1752162610.292282,2783135169596.000000
2783036266000.000000,1752162610.423986,2783266873019.000000
2783069587000.000000,1752162610.445956,2783288842907.000000
2783136231000.000000,1752162610.473031,2783315917965.000000
2783236194000.000000,1752162610.588244,2783431131630.000000
2783269517000.000000,1752162610.605155,2783448041976.000000
2783402801000.000000,1752162610.723405,2783566292073.000000
2783436124000.000000,1752162610.761431,2783604318428.000000
2783469445000.000000,1752162610.778138,2783621025721.000000
2783536088000.000000,1752162610.939415,2783782303177.000000
2783569409000.000000,1752162610.956467,2783799353374.000000
2783702694000.000000,1752162610.978676,2783821562556.000000
2783736016000.000000,1752162611.000080,2783842966691.000000
2783769339000.000000,1752162611.199875,2784042761886.000000
2783902623000.000000,1752162611.227256,2784070142423.000000
2783935945000.000000,1752162611.253643,2784096529822.000000
2783969266000.000000,1752162611.270042,2784112927489.000000
2784002587000.000000,1752162611.403917,2784246803797.000000
2784202516000.000000,1752162611.425758,2784268645075.000000
2784235840000.000000,1752162611.547654,2784390541745.000000
2784269161000.000000,1752162611.570232,2784413118201.000000
2784302481000.000000,1752162611.586751,2784429638312.000000
2784369123000.000000,1752162611.761618,2784604505259.000000
2784402446000.000000,1752162611.778350,2784621236793.000000
2784502408000.000000,1752162611.794801,2784637687645.000000
2784535731000.000000,1752162611.811142,2784654029109.000000
2784569053000.000000,1752162611.948316,2784791203661.000000
2784735660000.000000,1752162611.965165,2784808052083.000000
2784768981000.000000,1752162612.133401,2784976288264.000000
2784802303000.000000,1752162612.155319,2784998207468.000000
2784835625000.000000,1752162612.176976,2785019863433.000000
2784935588000.000000,1752162612.203949,2785046836011.000000
2784968910000.000000,1752162612.366149,2785209036199.000000
2785135516000.000000,1752162612.382764,2785225651845.000000
2785168838000.000000,1752162612.399703,2785242589988.000000
2785202161000.000000,1752162612.566299,2785409187075.000000
2785235482000.000000,1752162612.599059,2785441946724.000000
2785335445000.000000,1752162612.625524,2785468410530.000000
2785368767000.000000,1752162612.718570,2785561457937.000000
2785402089000.000000,1752162612.740719,2785583606138.000000
2785535374000.000000,1752162612.819814,2785662701206.000000
2785568697000.000000,1752162612.836294,2785679181317.000000
2785602017000.000000,1752162612.852870,2785695756685.000000
2785668660000.000000,1752162613.011895,2785854782905.000000
2785701982000.000000,1752162613.039343,2785882229441.000000
2785801945000.000000,1752162613.061455,2785904341495.000000
2785835267000.000000,1752162613.216556,2786059443458.000000
2785868589000.000000,1752162613.228252,2786071139487.000000
2785968553000.000000,1752162613.265461,2786108347276.000000
2786001874000.000000,1752162613.359796,2786202682652.000000
2786035197000.000000,1752162613.386756,2786229643249.000000
2786168481000.000000,1752162613.403325,2786246211748.000000
2786201802000.000000,1752162613.515484,2786358372239.000000
2786235125000.000000,1752162613.538049,2786380935788.000000
2786335087000.000000,1752162613.655662,2786498549631.000000
2786368409000.000000,1752162613.672796,2786515682902.000000
2786401730000.000000,1752162613.689554,2786532440769.000000
2786468373000.000000,1752162613.787993,2786630880492.000000
2786501695000.000000,1752162613.799644,2786642531170.000000
2786601659000.000000,1752162613.943724,2786786611949.000000
2786634981000.000000,1752162613.960444,2786803331316.000000
2786668302000.000000,1752162613.982047,2786824933838.000000
2786734945000.000000,1752162614.008679,2786851565642.000000
2786768267000.000000,1752162614.187819,2787030707231.000000
2786934874000.000000,1752162614.209533,2787052419548.000000
2786968196000.000000,1752162614.232211,2787075098466.000000
2787001516000.000000,1752162614.372569,2787215456782.000000
2787034839000.000000,1752162614.395547,2787238434845.000000
2787134802000.000000,1752162614.423023,2787265910159.000000
2787168123000.000000,1752162614.440282,2787283169410.000000
2787201446000.000000,1752162614.618855,2787461742894.000000
2787368053000.000000,1752162614.640603,2787483490599.000000
2787401374000.000000,1752162614.667628,2787510514288.000000
2787434695000.000000,1752162614.779932,2787622819982.000000
2787468018000.000000,1752162614.796757,2787639643200.000000
2787601302000.000000,1752162614.915344,2787758231533.000000
2787634625000.000000,1752162614.931352,2787774238704.000000
2787667945000.000000,1752162614.947948,2787790834906.000000
2787767910000.000000,1752162615.113523,2787956410041.000000
2787801231000.000000,1752162615.141178,2787984064742.000000
2787867874000.000000,1752162615.173814,2788016700818.000000
2787934515000.000000,1752162615.286679,2788129566469.000000
2787967839000.000000,1752162615.314330,2788157217873.000000
2788101124000.000000,1752162615.426165,2788269052664.000000
2788134445000.000000,1752162615.442638,2788285525368.000000
2788167767000.000000,1752162615.464916,2788307803179.000000
2788267731000.000000,1752162615.627517,2788470404732.000000
2788301053000.000000,1752162615.644449,2788487336746.000000
2788401016000.000000,1752162615.662014,2788504901030.000000
2788434339000.000000,1752162615.813689,2788656576473.000000
2788467659000.000000,1752162615.830499,2788673386691.000000
2788567623000.000000,1752162615.851952,2788694839381.000000
2788600946000.000000,1752162615.982996,2788825884495.000000
2788634267000.000000,1752162616.010241,2788853128385.000000
2788767552000.000000,1752162616.032644,2788875530899.000000
2788800874000.000000,1752162616.203044,2789045931485.000000
2788834195000.000000,1752162616.219807,2789062695018.000000
2788967480000.000000,1752162616.231353,2789074239919.000000
2789000802000.000000,1752162616.352119,2789195006953.000000
2789034123000.000000,1752162616.368716,2789211603174.000000
2789167408000.000000,1752162616.509020,2789351907787.000000
2789200732000.000000,1752162616.525312,2789368198029.000000
2789234052000.000000,1752162616.552262,2789395148885.000000
2789300695000.000000,1752162616.574392,2789417278716.000000
2789367338000.000000,1752162616.682435,2789525321564.000000
2789500622000.000000,1752162616.785670,2789628556776.000000
2789533945000.000000,1752162616.808124,2789651011233.000000
2789567265000.000000,1752162616.819721,2789662608004.000000
2789600587000.000000,1752162616.967452,2789810338950.000000
2789633908000.000000,1752162616.984165,2789827051817.000000
2789733872000.000000,1752162617.000567,2789843453243.000000
2789767194000.000000,1752162617.115426,2789958313189.000000
2789800515000.000000,1752162617.127258,2789970145235.000000
2789900479000.000000,1752162617.154493,2789997380311.000000
2789933801000.000000,1752162617.265807,2790108693737.000000
2789967124000.000000,1752162617.282984,2790125871488.000000
2790067088000.000000,1752162617.299541,2790142428172.000000
2790100410000.000000,1752162617.537832,2790380718847.000000
2790133732000.000000,1752162617.559288,2790402174314.000000
2790233694000.000000,1752162617.575663,2790418550241.000000
2790267016000.000000,1752162617.592207,2790435094036.000000
2790333659000.000000,1752162617.608804,2790451689923.000000
2790533587000.000000,1752162617.787283,2790630170593.000000
2790566910000.000000,1752162617.890121,2790733008012.000000
2790600230000.000000,1752162617.906963,2790749849286.000000
2790633553000.000000,1752162617.923914,2790766800781.000000
2790666874000.000000,1752162617.940688,2790783574647.000000
2790733514000.000000,1752162618.089792,2790932678894.000000
2790866801000.000000,1752162618.112668,2790955555384.000000
2790900123000.000000,1752162618.246339,2791089227027.000000
2790933446000.000000,1752162618.278845,2791121732457.000000
2790966766000.000000,1752162618.295963,2791138849709.000000
2791066730000.000000,1752162618.402984,2791245872141.000000
2791100052000.000000,1752162618.419578,2791262465251.000000
2791233338000.000000,1752162618.515467,2791358355833.000000
2791266660000.000000,1752162618.538073,2791380959919.000000
2791299981000.000000,1752162618.565493,2791408380362.000000
2791333302000.000000,1752162618.670581,2791513468222.000000
2791366624000.000000,1752162618.692866,2791535752755.000000
2791499909000.000000,1752162618.834893,2791677780277.000000
2791533230000.000000,1752162618.846681,2791689568546.000000
2791566551000.000000,1752162618.868732,2791711619656.000000
2791599872000.000000,1752162619.014240,2791857127735.000000
2791633194000.000000,1752162619.036163,2791879050271.000000
2791799800000.000000,1752162619.052632,2791895518864.000000
2791833123000.000000,1752162619.171598,2792014485175.000000
2791866444000.000000,1752162619.193900,2792036787041.000000
2791966409000.000000,1752162619.210030,2792052917951.000000
2791999731000.000000,1752162619.392295,2792235182843.000000
2792033052000.000000,1752162619.419550,2792262436973.000000
2792133015000.000000,1752162619.435823,2792278710438.000000
2792166337000.000000,1752162619.562562,2792405448967.000000
2792199659000.000000,1752162619.579553,2792422440498.000000
2792332945000.000000,1752162619.601617,2792444504218.000000
2792366267000.000000,1752162619.742835,2792585722841.000000
2792399593000.000000,1752162619.759645,2792602531818.000000
2792532873000.000000,1752162619.781362,2792624249098.000000
2792566194000.000000,1752162619.908067,2792750954683.000000
2792599516000.000000,1752162619.929874,2792772761758.000000
2792732800000.000000,1752162620.051058,2792893945380.000000
2792766123000.000000,1752162620.068414,2792911301055.000000
2792799444000.000000,1752162620.079750,2792922636459.000000
2792832765000.000000,1752162620.091423,2792934309785.000000
2792866087000.000000,1752162620.214405,2793057291963.000000
2793032695000.000000,1752162620.335661,2793178548325.000000
2793066017000.000000,1752162620.352182,2793195069546.000000
2793099338000.000000,1752162620.373656,2793216543513.000000
2793132660000.000000,1752162620.395188,2793238073943.000000
2793165981000.000000,1752162620.595797,2793438684611.000000
2793299266000.000000,1752162620.622885,2793465771947.000000
2793332588000.000000,1752162620.639743,2793482629591.000000
2793365910000.000000,1752162620.655669,2793498554837.000000
2793399230000.000000,1752162620.782888,2793625776268.000000
2793599158000.000000,1752162620.896934,2793739821111.000000
2793632480000.000000,1752162620.913847,2793756735328.000000
2793665802000.000000,1752162620.930753,2793773639582.000000
2793699123000.000000,1752162621.080092,2793922979215.000000
2793732445000.000000,1752162621.091567,2793934454784.000000
2793832408000.000000,1752162621.108552,2793951439389.000000
2793865730000.000000,1752162621.249283,2794092170813.000000
2793899051000.000000,1752162621.260932,2794103818954.000000
2794032335000.000000,1752162621.277472,2794120360249.000000
2794065658000.000000,1752162621.396620,2794239507558.000000
2794098980000.000000,1752162621.418546,2794261432929.000000
2794198944000.000000,1752162621.435482,2794278368497.000000
2794232265000.000000,1752162621.606217,2794449105228.000000
2794265587000.000000,1752162621.633788,2794476675541.000000
2794398871000.000000,1752162621.650309,2794493197114.000000
2794432194000.000000,1752162621.780130,2794623017741.000000
2794465515000.000000,1752162621.791786,2794634673252.000000
2794565478000.000000,1752162621.808443,2794651330657.000000
2794598801000.000000,1752162621.940785,2794783672796.000000
2794632123000.000000,1752162621.957824,2794800711512.000000
2794765408000.000000,1752162622.081401,2794924288498.000000
2794798730000.000000,1752162622.098243,2794941130920.000000
2794832051000.000000,1752162622.115304,2794958192358.000000
2794898693000.000000,1752162622.261899,2795104785759.000000
2794932015000.000000,1752162622.299461,2795142347971.000000
2795031978000.000000,1752162622.315821,2795158707231.000000
2795065301000.000000,1752162622.332121,2795175007306.000000
2795098623000.000000,1752162622.503119,2795346006256.000000
2795265229000.000000,1752162622.519860,2795362747160.000000
2795298551000.000000,1752162622.535952,2795378838589.000000
2795331873000.000000,1752162622.660933,2795503819525.000000
2795365193000.000000,1752162622.677545,2795520433226.000000
2795465157000.000000,1752162622.694355,2795537241667.000000
2795498481000.000000,1752162622.855740,2795698628140.000000
2795531803000.000000,1752162622.872435,2795715321508.000000
2795631765000.000000,1752162622.889894,2795732780849.000000
